58,1970,2
130,1970,2
160,1970,10
78,1970,3
101,1970,2
217,1970,468
218,1970,33
98,1970,3
499,1970,12
65,1970,3
83,1970,4
222,1970,2
362,1970,20
199,1970,3
102,1970,9
185,1970,4
30,1970,6
60,1970,1
11,1970,21
110,1970,1
96,1970,1
209,1970,12
158,1970,1
94,1970,5
603,1970,12
45,1970,1
26,1970,1
145,1970,1
142,1970,3
21,1970,1
38,1970,2
14,1970,1
153,1970,1
217,1971,247
362,1971,13
209,1971,35
218,1971,8
230,1971,1
83,1971,1
65,1971,1
11,1971,7
603,1971,81
58,1971,3
94,1971,11
198,1971,2
222,1971,4
160,1971,4
49,1971,1
142,1971,1
185,1971,22
98,1971,3
102,1971,5
26,1971,2
78,1971,1
499,1971,4
406,1971,1
36,1971,2
110,1971,1
97,1971,1
161,1971,1
96,1971,1
30,1971,3
201,1971,1
14,1971,1
60,1971,1
199,1971,1
156,1972,1
160,1972,7
106,1972,1
185,1972,19
11,1972,20
603,1972,292
217,1972,68
155,1972,1
94,1972,15
209,1972,9
15,1972,7
236,1972,1
362,1972,24
96,1972,5
30,1972,3
142,1972,1
60,1972,1
92,1972,1
198,1972,3
38,1972,4
98,1972,4
69,1972,11
97,1972,15
222,1972,1
428,1972,1
45,1972,2
218,1972,7
110,1972,3
78,1972,2
36,1972,2
21,1972,4
14,1972,8
199,1972,3
31,1972,5
604,1972,3
605,1972,1
102,1972,7
162,1972,1
6,1972,1
61,1972,2
130,1972,1
205,1972,1
45,1973,6
96,1973,3
58,1973,3
603,1973,189
217,1973,58
78,1973,11
69,1973,14
362,1973,27
15,1973,2
185,1973,21
11,1973,60
98,1973,15
110,1973,11
87,1973,1
65,1973,1
94,1973,4
102,1973,1
195,1973,1
136,1973,2
21,1973,1
53,1973,3
138,1973,1
101,1973,2
61,1973,1
4,1973,1
130,1973,6
30,1973,2
222,1973,4
159,1973,3
142,1973,1
43,1973,7
88,1973,1
235,1973,1
59,1973,1
144,1973,1
230,1973,1
199,1973,2
604,1973,1
162,1973,1
121,1973,1
97,1973,1
98,1974,22
69,1974,29
26,1974,1
603,1974,203
11,1974,71
78,1974,6
199,1974,3
130,1974,16
217,1974,94
38,1974,1
178,1974,1
61,1974,3
29,1974,1
153,1974,2
106,1974,1
362,1974,28
97,1974,12
110,1974,11
94,1974,11
222,1974,3
96,1974,3
65,1974,4
100,1974,2
83,1974,1
185,1974,14
160,1974,1
15,1974,1
42,1974,1
205,1974,1
377,1974,1
21,1974,5
87,1974,2
235,1974,1
142,1974,2
7,1974,1
101,1974,3
200,1974,4
184,1974,1
159,1974,3
58,1974,2
209,1974,1
59,1974,3
499,1974,1
215,1974,1
14,1974,1
145,1974,1
183,1974,1
153,1975,2
185,1975,136
603,1975,194
142,1975,4
200,1975,2
217,1975,149
69,1975,39
199,1975,3
94,1975,13
92,1975,1
110,1975,15
130,1975,10
362,1975,35
11,1975,38
104,1975,4
98,1975,7
45,1975,10
101,1975,12
53,1975,2
95,1975,1
97,1975,2
222,1975,5
209,1975,10
230,1975,1
182,1975,1
159,1975,2
106,1975,1
198,1975,1
61,1975,3
203,1975,1
96,1975,7
160,1975,4
83,1975,5
65,1975,4
186,1975,1
121,1975,3
145,1975,1
139,1975,1
162,1975,4
78,1975,4
15,1975,2
209,1976,35
162,1976,15
362,1976,50
217,1976,105
136,1976,1
130,1976,20
6,1976,1
45,1976,22
603,1976,194
11,1976,54
69,1976,58
97,1976,2
185,1976,50
98,1976,173
83,1976,13
104,1976,2
96,1976,5
110,1976,4
94,1976,4
222,1976,4
61,1976,13
17,1976,1
147,1976,1
139,1976,2
160,1976,10
78,1976,21
101,1976,1
49,1976,12
155,1976,1
65,1976,5
43,1976,2
21,1976,1
92,1976,1
199,1976,4
158,1976,1
106,1976,1
26,1976,1
100,1976,1
20,1976,2
156,1976,2
30,1976,5
15,1976,4
207,1976,1
200,1976,2
59,1976,2
153,1976,3
142,1976,3
201,1976,1
102,1976,1
138,1976,2
183,1976,1
95,1976,3
101,1977,4
69,1977,53
185,1977,147
98,1977,308
603,1977,140
45,1977,80
217,1977,130
362,1977,40
78,1977,47
199,1977,4
15,1977,5
19,1977,1
605,1977,2
130,1977,19
8,1977,1
142,1977,6
209,1977,189
11,1977,17
61,1977,6
222,1977,3
83,1977,8
230,1977,1
159,1977,4
183,1977,15
162,1977,15
65,1977,4
128,1977,4
97,1977,6
604,1977,1
49,1977,5
94,1977,5
43,1977,6
110,1977,4
173,1977,1
205,1977,3
59,1977,7
200,1977,3
235,1977,1
30,1977,1
145,1977,5
26,1977,1
160,1977,2
96,1977,3
92,1977,1
215,1977,1
121,1977,2
377,1977,1
56,1977,1
93,1977,1
124,1977,1
60,1977,1
53,1977,1
499,1977,1
21,1977,1
30,1978,5
61,1978,91
98,1978,277
101,1978,35
142,1978,3
209,1978,52
45,1978,158
21,1978,8
603,1978,100
11,1978,25
185,1978,209
403,1978,19
359,1978,1
217,1978,87
130,1978,30
145,1978,76
69,1978,59
26,1978,3
160,1978,36
362,1978,19
55,1978,1
198,1978,1
78,1978,39
83,1978,29
96,1978,3
183,1978,9
14,1978,2
97,1978,23
222,1978,7
53,1978,2
59,1978,11
110,1978,12
162,1978,4
43,1978,8
58,1978,1
139,1978,8
6,1978,1
155,1978,4
349,1978,1
49,1978,2
93,1978,2
104,1978,1
94,1978,27
499,1978,1
215,1978,1
106,1978,1
377,1978,2
199,1978,3
15,1978,1
153,1978,2
159,1978,4
205,1978,5
60,1978,2
200,1978,1
65,1978,2
230,1978,3
8,1978,2
86,1978,1
137,1978,2
136,1978,1
36,1978,1
101,1979,16
45,1979,140
160,1979,50
145,1979,206
159,1979,3
403,1979,51
69,1979,212
97,1979,129
155,1979,23
185,1979,279
138,1979,19
14,1979,2
603,1979,239
98,1979,209
11,1979,16
15,1979,5
100,1979,2
208,1979,1
92,1979,20
139,1979,31
61,1979,326
183,1979,16
55,1979,3
94,1979,82
110,1979,38
209,1979,141
362,1979,17
83,1979,60
43,1979,49
136,1979,2
6,1979,1
162,1979,15
78,1979,9
96,1979,8
222,1979,4
153,1979,7
186,1979,3
217,1979,69
213,1979,8
88,1979,6
156,1979,4
58,1979,2
130,1979,10
4,1979,3
21,1979,8
205,1979,16
199,1979,6
151,1979,1
200,1979,28
49,1979,2
142,1979,3
30,1979,6
137,1979,5
19,1979,1
53,1979,5
65,1979,4
161,1979,1
60,1979,1
111,1979,2
230,1979,1
8,1979,3
203,1979,1
95,1979,2
59,1979,2
72,1979,1
86,1979,2
121,1979,1
56,1979,1
113,1979,3
26,1979,14
215,1979,2
207,1979,1
173,1979,1
18,1979,1
198,1979,1
155,1980,58
603,1980,134
92,1980,10
94,1980,67
49,1980,3
97,1980,77
69,1980,94
209,1980,95
61,1980,710
185,1980,187
45,1980,141
60,1980,5
98,1980,110
217,1980,67
83,1980,281
96,1980,6
160,1980,60
38,1980,3
15,1980,2
200,1980,33
78,1980,15
147,1980,1
110,1980,86
183,1980,23
58,1980,1
30,1980,19
208,1980,1
95,1980,6
138,1980,1
26,1980,35
139,1980,2
205,1980,26
21,1980,8
403,1980,13
89,1980,1
199,1980,7
130,1980,5
159,1980,64
222,1980,8
88,1980,16
362,1980,20
156,1980,4
43,1980,41
158,1980,2
145,1980,35
11,1980,6
174,1980,1
182,1980,1
53,1980,1
231,1980,14
100,1980,6
235,1980,1
106,1980,4
153,1980,1
162,1980,8
84,1980,2
19,1980,1
142,1980,1
113,1980,2
86,1980,1
80,1980,4
532,1980,1
22,1980,1
215,1980,1
102,1980,1
81,1980,9
59,1980,2
14,1980,6
55,1980,1
18,1980,1
104,1980,1
96,1981,5
61,1981,664
95,1981,3
159,1981,149
69,1981,66
182,1981,8
185,1981,107
217,1981,74
98,1981,69
155,1981,21
127,1981,1
45,1981,172
53,1981,3
83,1981,399
200,1981,41
145,1981,47
603,1981,142
97,1981,32
160,1981,31
94,1981,108
377,1981,1
92,1981,16
199,1981,13
55,1981,6
43,1981,34
100,1981,1
110,1981,81
88,1981,17
102,1981,2
213,1981,25
162,1981,10
231,1981,9
130,1981,3
362,1981,31
209,1981,8
106,1981,3
183,1981,42
49,1981,10
78,1981,20
153,1981,4
205,1981,18
89,1981,3
60,1981,9
215,1981,3
198,1986,3
222,1981,7
101,1981,1
30,1981,11
93,1981,1
17,1981,1
142,1981,1
156,1981,4
15,1981,3
26,1981,5
81,1981,1
221,1981,1
5,1981,1
19,1981,1
21,1981,6
235,1981,2
86,1981,1
59,1981,2
195,1981,1
41,1981,1
161,1981,1
151,1981,1
144,1981,2
11,1981,2
111,1981,5
230,1981,1
137,1981,3
186,1981,2
207,1981,1
14,1981,1
176,1981,2
8,1981,1
57,1981,2
38,1982,5
83,1982,354
94,1982,26
45,1982,222
61,1982,537
145,1982,63
603,1982,95
110,1982,120
98,1982,23
185,1982,146
159,1982,350
96,1982,4
209,1982,5
183,1982,26
95,1982,5
69,1982,62
97,1982,54
102,1982,1
199,1982,6
362,1982,29
217,1982,78
200,1982,20
205,1982,3
88,1982,34
222,1982,2
26,1982,27
155,1982,56
49,1982,6
15,1982,11
11,1982,9
160,1982,38
30,1982,4
92,1982,13
138,1982,2
43,1982,21
203,1982,1
195,1982,3
213,1982,1
130,1982,3
78,1982,19
499,1982,1
184,1982,1
19,1982,1
605,1982,1
139,1982,2
58,1982,2
231,1982,12
111,1982,2
59,1982,3
137,1982,9
162,1982,3
186,1982,2
164,1982,1
142,1982,2
153,1982,4
106,1982,1
101,1982,2
32,1982,2
21,1982,1
60,1982,1
196,1982,1
8,1982,2
53,1982,1
197,1982,1
14,1982,2
183,1983,56
603,1983,177
142,1983,2
159,1983,536
69,1983,121
61,1983,371
145,1983,299
83,1983,117
110,1983,234
87,1983,6
45,1983,234
185,1983,122
155,1983,39
97,1983,26
